,time_get_data,city,title,flood,address,followInfo,tag,priceInfo,follower,release_time
44,2022-10-29,cd,旺府豪庭 3室1厅 西必看好房,旺府豪庭    -  新都城区,3室1厅 | 88.29平米 | 西 | 简装 | 高楼层(共18层) | 2012年建 | 塔楼,0人关注 / 4天以前发布,近地铁VR房源房本满五年随时看房,"98万11,100元/平",0人关注 ,4天以前发布
45,2022-10-29,cd,南湖国际社区 4室2厅 南,南湖国际社区    -  南湖,4室2厅 | 164.68平米 | 南 | 精装 | 低楼层(共34层) | 2010年建 | 板塔结合,5人关注 / 6天以前发布,近地铁VR房源房本满两年随时看房,"325万19,736元/平",5人关注 ,6天以前发布
46,2022-10-29,cd,绿地城 3室2厅 西必看好房,绿地城    -  大丰,3室2厅 | 85.7平米 | 西 | 精装 | 低楼层(共33层) | 2017年建 | 板塔结合,0人关注 / 7天以前发布,VR看装修房本满两年随时看房,"140万16,337元/平",0人关注 ,7天以前发布
47,2022-10-29,cd,美年广场美岸 3室2厅 南必看好房,美年广场美岸    -  新会展,3室2厅 | 84.29平米 | 南 | 简装 | 低楼层(共17层) | 2012年建 | 板塔结合,0人关注 / 6天以前发布,近地铁VR房源房本满五年随时看房,"246万29,185元/平",0人关注 ,6天以前发布
48,2022-10-29,cd,和信孔雀天成 3室1厅 南必看好房,和信孔雀天成    -  温江新城,3室1厅 | 105.06平米 | 南 | 精装 | 低楼层(共32层) | 2015年建 | 板塔结合,1人关注 / 6天以前发布,VR房源房本满两年随时看房,"139万13,231元/平",1人关注 ,6天以前发布
49,2022-10-29,cd,溪地湾 3室1厅 南必看好房,溪地湾    -  犀浦,3室1厅 | 90.22平米 | 南 | 精装 | 中楼层(共33层) | 2015年建 | 塔楼,5人关注 / 6天以前发布,近地铁VR房源房本满两年随时看房,"123万13,634元/平",5人关注 ,6天以前发布
50,2022-10-29,cd,香城河畔 3室1厅 东南必看好房,香城河畔    -  毗河,3室1厅 | 71.38平米 | 东南 | 简装 | 低楼层(共22层) | 2016年建 | 板塔结合,1人关注 / 6天以前发布,近地铁VR房源房本满两年随时看房,"90万12,609元/平",1人关注 ,6天以前发布
51,2022-10-29,cd,隆鑫九熙 2室1厅 东必看好房,隆鑫九熙    -  万年场,2室1厅 | 65.84平米 | 东 | 简装 | 中楼层(共34层) | 2012年建 | 塔楼,1人关注 / 8天以前发布,近地铁VR房源房本满两年随时看房,"120万18,227元/平",1人关注 ,8天以前发布
52,2022-10-29,cd,城北优品道 3室2厅 西,城北优品道    -  大丰,3室2厅 | 95.87平米 | 西 | 精装 | 高楼层(共31层) | 2017年建 | 板塔结合,2人关注 / 6天以前发布,VR看装修房本满两年随时看房,"145万15,125元/平",2人关注 ,6天以前发布
53,2022-10-29,cd,琥珀庭院 3室2厅 东南必看好房,琥珀庭院    -  大面,3室2厅 | 121.59平米 | 东南 | 精装 | 中楼层(共9层) | 2013年建 | 板楼,1人关注 / 7天以前发布,VR房源房本满五年随时看房,"177万14,558元/平",1人关注 ,7天以前发布
54,2022-10-29,cd,一环路南二段7号 3室1厅 南必看好房,一环路南二段7号    -  川音,3室1厅 | 82.22平米 | 南 | 简装 | 中楼层(共7层) | 1993年建 | 板楼,3人关注 / 14天以前发布,近地铁VR看装修房本满五年随时看房,"107万13,014元/平",3人关注 ,14天以前发布
55,2022-10-29,cd,百悦天鹅湖 3室1厅 南 北,百悦天鹅湖    -  大面,3室1厅 | 95.46平米 | 南 北 | 精装 | 中楼层(共18层) | 2015年建 | 板塔结合,2人关注 / 6天以前发布,VR房源房本满五年随时看房,"175万18,333元/平",2人关注 ,6天以前发布
56,2022-10-29,cd,中信城左岸 3室2厅 南必看好房,中信城左岸    -  南湖,3室2厅 | 105.82平米 | 南 | 精装 | 中楼层(共33层) | 2015年建 | 板塔结合,0人关注 / 5天以前发布,近地铁VR房源房本满五年随时看房,"255万24,098元/平",0人关注 ,5天以前发布
57,2022-10-29,cd,合能橙中心 3室2厅 东南必看好房,合能橙中心    -  犀浦,3室2厅 | 75.56平米 | 东南 | 精装 | 高楼层(共18层) | 2017年建 | 塔楼,0人关注 / 6天以前发布,近地铁VR看装修房本满两年随时看房,"102万13,500元/平",0人关注 ,6天以前发布
58,2022-10-29,cd,新义路1号 2室2厅 南必看好房,新义路1号    -  新北,2室2厅 | 75.43平米 | 南 | 毛坯 | 中楼层(共6层) | 2000年建 | 板楼,0人关注 / 5天以前发布,VR房源房本满两年随时看房,"88万11,667元/平",0人关注 ,5天以前发布
59,2022-10-29,cd,四川省地矿局区域地质调查队宿舍 3室2厅 东南必看好房,四川省地矿局区域地质调查队宿舍    -  南湖,3室2厅 | 71.59平米 | 东南 | 精装 | 低楼层(共7层) | 2000年建 | 板楼,0人关注 / 6天以前发布,近地铁VR房源房本满五年随时看房,"85万11,874元/平",0人关注 ,6天以前发布
